MICRO,dk_vehicle_category_car_micro_title,dk_icon_micro_compact,dk_image_micro_compact,category_car_commercial_description,ToAy2018FT1P0069N008,true,false,false
COMPACT,dk_vehicle_category_car_compact_title,dk_icon_compact,dk_image_compact,category_car_compact_description,ReCl2018FT1P0090N018,true,false,false
SEDAN,dk_vehicle_category_car_sedan_title,dk_icon_sedan,dk_image_sedan,category_car_luxury_description,FoMo2018FT2P0150N007,true,false,false
SUV,dk_vehicle_category_car_suv_title,dk_icon_suv,dk_image_suv,category_car_micro_compact_description,ToRa2018FT1P0151N001,true,false,false
MINIVAN,dk_vehicle_category_car_minivan_title,dk_icon_minivan,dk_image_minivan,category_car_minivan_description,CiGr2018FT2P0120N007,true,false,false
COMMERCIAL,dk_vehicle_category_car_commercial_title,dk_icon_commercial,dk_image_commercial,category_car_sedan_description,ReMa2018FT2P0125N050,true,false,false
LUXURY,dk_vehicle_category_car_luxury_title,dk_icon_luxury,dk_image_luxury,category_car_sport_description,AuA62018FT2P0190N018,true,false,false
SPORT,dk_vehicle_category_car_sport_title,dk_icon_sport,dk_image_sport,category_car_suv_description,AlA12018FT1P0252N001,true,false,false
